generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1759777205-o5KT7a24whLgqm8E1xss,2025-10-06 19:00:05.217,0.009124,,,,0,89705,386,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,3157,1687,,VSC3
gen-1759777203-6buz6S6bBjZWt7x2031r,2025-10-06 19:00:03.768,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1028,1028,,VSC3
gen-1759777198-buIgsoaCUbESE5hyYlwU,2025-10-06 18:59:58.091,0.007696,,,,0,76472,122,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,1920,1460,,VSC3
gen-1759777196-2ylZ3mdoJ3BQ6ffQ2Kpx,2025-10-06 18:59:56.829,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1012,787,,VSC3
gen-1759777193-w8uTTUjquNQvz02SfxPE,2025-10-06 18:59:53.680,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1023,1023,,VSC3
gen-1759777192-BgY9p10eBZtzSxIRnRnB,2025-10-06 18:59:51.974,0.007698,,,,0,76119,217,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,2191,1489,,VSC3
gen-1759777166-MdNR2LyiI90WPXNACWtD,2025-10-06 18:59:26.446,0.008624,,,,0,75356,2721,2543,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,11443,1966,,VSC3
gen-1759777159-1Zq8ZnG9yB6NpzSLGOOl,2025-10-06 18:59:19.620,0.007775,,,,0,75356,600,600,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MALFORMED_FUNCTION_CALL,stop,4908,2409,,VSC3
gen-1759777157-TjgE4AudQAn8CToDhFbu,2025-10-06 18:59:17.403,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,956,956,,VSC3
gen-1759777147-GTKE8NRQ7p45IkQq4WMz,2025-10-06 18:59:07.342,0.006702,,,,0,63103,980,959,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,6189,2436,,VSC3
gen-1759777140-gmBtgvceqbyXLh42cVhL,2025-10-06 18:59:00.899,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,727,727,,VSC3
gen-1759777139-p1t6IdnvVWeb5jJFzJlz,2025-10-06 18:58:59.396,0.006807,,,,0,63103,1242,1242,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,6725,1812,,VSC3
gen-1759777131-oOBIBVUtuVVp9AKBrH5V,2025-10-06 18:58:51.219,0.006592,,,,0,62905,755,656,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,4804,2101,,VSC3
gen-1759777130-egQKL1l2kgy8ti0UylVu,2025-10-06 18:58:50.010,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,778,777,,VSC3
gen-1759777125-L39qy4uhItKVLB81Jqob,2025-10-06 18:58:45.219,0.006243,,,,0,60945,372,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2338,1067,,VSC3
gen-1759777124-Howj7bJToCjqwzzD3JXW,2025-10-06 18:58:44.154,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1044,1044,,VSC3
gen-1759777086-TsKWam1vcyyKbVdyvjkg,2025-10-06 18:58:06.200,0.006203,,,,0,60013,505,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,2967,1056,,VSC3
gen-1759777084-l7SxdYBWQUL6QshuWotK,2025-10-06 18:58:04.606,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,881,880,,VSC3
gen-1759777080-xwCpV1Zu9vmuFU4HVFHH,2025-10-06 18:58:00.234,0.006057,,,,0,59576,250,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,1984,1983,,VSC3
gen-1759777078-geBqLt3LJgrxOssNS5ea,2025-10-06 18:57:58.641,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,841,841,,VSC3
gen-1759777074-zKpRyvgegsmgFIFrPaO4,2025-10-06 18:57:54.273,0.005992,,,,0,59343,145,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,1882,1873,,VSC3
gen-1759777073-eSiVc793zG2QFFGm6xHY,2025-10-06 18:57:53.270,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1162,940,,VSC3
gen-1759777036-KZ0ykPpuF73nEPce9OEy,2025-10-06 18:57:16.703,0.006037,,,,0,57619,688,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,3455,3455,,VSC3
gen-1759777035-zZoqlqcoz1eVHsr7zz14,2025-10-06 18:57:15.109,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1127,1127,,VSC3
gen-1759777028-YZxDPuMcdVSdv7Ip6EQo,2025-10-06 18:57:08.589,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,967,966,,VSC3
gen-1759777026-SGjvLHXB4qU7zvVI3WNF,2025-10-06 18:57:06.378,0.004095,,,,0,38288,667,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,4001,1234,,VSC3
gen-1759777024-JjUKavmDtbeyMgQoCtZr,2025-10-06 18:57:04.906,0.000106,,,,0,363,175,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1267,871,,VSC3
gen-1759777021-HecaXJUw7ONi9LwXehMP,2025-10-06 18:57:01.384,0.003829,,,,0,38169,32,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1308,1308,,VSC3
gen-1759777020-ppYM6vsZ5kNLnDFRlz3N,2025-10-06 18:57:00.225,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,966,966,,VSC3
gen-1759777015-INkmdNho6nPo6Sa0eYjb,2025-10-06 18:56:55.894,0.002582,,,,0,25783,11,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,1057,1056,,VSC3
gen-1759777014-WTPdotQgGjOD8Xk208Zo,2025-10-06 18:56:54.754,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,953,953,,VSC3
gen-1759777009-8kt6SZzNnIBlY3z2PUwp,2025-10-06 18:56:49.774,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,962,962,,VSC3
gen-1759777008-j9itsTMZBATuXR5IDOgj,2025-10-06 18:56:48.032,0.004647,,,,0,43546,733,648,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,4945,1832,,VSC3
gen-1759777006-nVz8enhZF2RbKfOQfoKo,2025-10-06 18:56:46.159,0.000016,,,,0,82,20,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,758,720,,VSC3
gen-1759776938-EGEl6M8V6CBh3Yt7YYXe,2025-10-06 18:55:38.268,0.005381,,,,0,43529,2571,2497,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,11442,1435,,VSC3
gen-1759776937-pwDLMUOYUJCteG7IELDF,2025-10-06 18:55:37.077,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,928,928,,VSC3
gen-1759776931-ib26rKFYCnOC7gGTlZnX,2025-10-06 18:55:31.786,0.003181,,,,0,31356,114,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,1408,996,,VSC3
gen-1759776930-4ttxjJblx7G34fD7h2ya,2025-10-06 18:55:30.294,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,863,863,,VSC3
gen-1759776923-qbTl4lwuhtpBXbTfZBOi,2025-10-06 18:55:23.624,0.003485,,,,0,30975,969,726,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,4682,1689,,VSC3
gen-1759776922-oyF7Zzo1wMbEyNIWhEBD,2025-10-06 18:55:22.761,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,588,588,,VSC3
gen-1759776921-MvUAv06iccyN8z4DfHt2,2025-10-06 18:55:20.807,0.000015,,,,0,74,20,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,522,458,,VSC3
gen-1759776893-fvNxUzMnLFuWD7BraIHI,2025-10-06 18:54:53.886,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1346,1346,,VSC3
gen-1759776891-T11jhHSQ6B40ARhEgO5S,2025-10-06 18:54:51.845,0.00335,,,,0,30823,671,615,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,4367,1772,,VSC3
gen-1759776890-Z7SrdijN5VzoOKsnJSAi,2025-10-06 18:54:50.276,0.000015,,,,0,83,19,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,968,800,,VSC3
gen-1759776833-8dOcJmhplB0SgF2mHmdp,2025-10-06 18:53:53.424,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,991,991,,VSC3
gen-1759776831-jff4Ee28UKEtkzoKB9mN,2025-10-06 18:53:50.991,0.003723,,,,0,30762,1617,1568,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,8643,2017,,VSC3
gen-1759776829-svtqw2xme4cWWKSLtF5C,2025-10-06 18:53:49.497,0.000016,,,,0,85,20,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1042,842,,VSC3
gen-1759776734-UwbgV6wrVa0VK5pZkanT,2025-10-06 18:52:14.177,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,870,869,,VSC3
gen-1759776731-nHbLoUf5irRCqcF72uwM,2025-10-06 18:52:11.947,0.003266,,,,0,30718,486,456,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,3506,1511,,VSC3
gen-1759776731-PcCpRtp37LhAZDtUlevB,2025-10-06 18:52:10.692,0.000016,,,,0,88,18,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,771,737,,VSC3
gen-1759776672-jk39OpicHYpcejzDHuzP,2025-10-06 18:51:12.173,0.003107,,,,0,30578,123,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1720,1144,,VSC3
gen-1759776671-bxZoi8cCbtNn1foTDIsv,2025-10-06 18:51:11.178,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1178,1176,,VSC3
gen-1759776658-aSIcnzy2CIpeaqXgic7I,2025-10-06 18:50:58.707,0.005626,,,,0,47985,2069,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,10414,1283,,VSC3
gen-1759776657-BCsdKeobzxruCKCareAZ,2025-10-06 18:50:57.624,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,717,717,,VSC3
gen-1759776652-kUFFssTpab0vmxjLOs3G,2025-10-06 18:50:52.879,0.002935,,,,0,29307,13,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,1262,1258,,VSC3
gen-1759776651-EWRrVEBrY4QiPWQNjrEo,2025-10-06 18:50:51.506,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,717,717,,VSC3
gen-1759776647-9ZgamnPkwWMRpl0lBZCZ,2025-10-06 18:50:47.680,0.002583,,,,0,25755,19,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,1152,1151,,VSC3
gen-1759776646-msxdtfL2fScn4xVII0Bc,2025-10-06 18:50:46.589,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,763,763,,VSC3
gen-1759776641-eLGZx1RDqqSVRX8cxb25,2025-10-06 18:50:41.911,0.003021,,,,0,28434,444,389,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,3200,1724,,VSC3
gen-1759776640-WloIIUEg7uhcPqjgPKF9,2025-10-06 18:50:40.965,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1320,1205,,VSC3
gen-1759776638-PQV1g9ehsoGg4e7pWbHA,2025-10-06 18:50:38.502,0.000021,,,,0,131,22,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1064,953,,VSC3
gen-1759776583-EGmFTIrikV8JDsY3tuhb,2025-10-06 18:49:43.086,0.00297,,,,0,27931,443,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2640,1029,,VSC3
gen-1759776580-8JEs17syyPx7uoa46DSC,2025-10-06 18:49:40.904,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1122,901,,VSC3
gen-1759776574-emZPiOWHvLpyJ7Ur106i,2025-10-06 18:49:34.502,0.004107,,,,0,38111,741,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,4484,1364,,VSC3
gen-1759776573-mAUDVzX0s10XVuMfbDHz,2025-10-06 18:49:33.270,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,940,937,,VSC3
gen-1759776568-BXL5sMtTbeB9LKw3aRRW,2025-10-06 18:49:28.117,0.002576,,,,0,25724,11,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,1843,1843,,VSC3
gen-1759776567-CQeTmxMoHEaNn60OAuAo,2025-10-06 18:49:27.085,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1043,1043,,VSC3
gen-1759776563-dOe1nRi0HeZbo2FxoMb4,2025-10-06 18:49:23.366,0.00278,,,,0,27145,165,138,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2193,1864,,VSC3
gen-1759776561-bhOWq6UhZF5fbKu77Ebv,2025-10-06 18:49:21.315,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,942,942,,VSC3
gen-1759776559-y9JyYPLYX6W1VhSellXq,2025-10-06 18:49:19.462,0.000014,,,,0,74,17,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,887,885,,VSC3
gen-1759776449-ZUDXDXaqshcaQUZ3SPDp,2025-10-06 18:47:29.389,0.007749,,,,0,69678,1955,1809,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,8040,1892,,VSC3
gen-1759776447-PvNRpprtdTkjIHAqmoc7,2025-10-06 18:47:27.329,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,922,921,,VSC3
gen-1759776434-oKFZjpTY1fGGiDYQsOQn,2025-10-06 18:47:14.629,0.007954,,,,0,69336,2552,2374,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,10534,2165,,VSC3
gen-1759776433-qFPHBqOEBjLJpX4Sv61V,2025-10-06 18:47:12.886,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,962,956,,VSC3
gen-1759776412-Wu3ndJc8JnloQwSOoepf,2025-10-06 18:46:52.723,0.015153,,,,0,137062,3619,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,15909,1940,,VSC3
gen-1759776411-NkFu72IknI5vuRVl5o1t,2025-10-06 18:46:51.093,0.000021,,,,0,135,21,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,776,682,,VSC3
gen-1759776331-IoMBVhJKpeWVCY8OG9PJ,2025-10-06 18:45:31.008,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,954,954,,VSC3
gen-1759776328-nJEYgjiOUKGcQ5uEyrOd,2025-10-06 18:45:28.282,0.021878,,,,0,136649,20533,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,64997,2327,,VSC3
gen-1759776254-PBIrau0L1rlUG3E0suPO,2025-10-06 18:44:14.519,0.016579,,,,0,161695,1024,579,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,7021,3240,,VSC3
gen-1759776245-ItcaUSBl9Co1MJ8m0BjQ,2025-10-06 18:44:05.116,0.016798,,,,0,161695,1572,1572,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,7771,2890,,VSC3
gen-1759776244-M24WVExC0GGQi307dx5y,2025-10-06 18:44:04.191,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1189,1187,,VSC3
gen-1759776193-85UJJDeSokuvBtDg4il5,2025-10-06 18:43:13.786,0.008327,,,,0,26110,14292,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,48019,1322,,VSC3
gen-1759776193-lx67PyQWghoYI30iE4Dw,2025-10-06 18:43:13.077,0.000042,,,,0,310,29,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,859,810,,VSC3
gen-1759776192-i4O0tdnckWnsQWKPCprR,2025-10-06 18:43:12.586,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,991,982,,VSC3
gen-1759776188-IM4eNmupaNZbdFY6XDRN,2025-10-06 18:43:08.959,0.002615,,,,0,26048,26,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,1354,1350,,VSC3
gen-1759776187-19slkFl5xWCb8lryx3hG,2025-10-06 18:43:07.454,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,880,876,,VSC3
gen-1759776184-Wv0cGUlItO82bSyDKXMx,2025-10-06 18:43:04.096,0.002625,,,,0,25917,85,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,1501,1501,,VSC3
gen-1759776182-hTnATAxl5oRyFXHn7BGz,2025-10-06 18:43:02.031,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,925,925,,VSC3
gen-1759776180-Dy9qrGyLiozYYYn3p1XV,2025-10-06 18:43:00.302,0.000042,,,,0,310,29,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,896,808,,VSC3
gen-1759776177-JEIRJBaOuAm3vQE1qUgl,2025-10-06 18:42:57.334,0.002596,,,,0,25856,26,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,1135,1134,,VSC3
gen-1759776176-ArbJkqGIf67aI89ip1Gc,2025-10-06 18:42:56.381,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1149,1147,,VSC3
gen-1759776173-PqnfuqgXRV8tOMgon2gj,2025-10-06 18:42:53.048,0.002594,,,,0,25765,44,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1484,1480,,VSC3
gen-1759776171-5mhflZND8mXsD5w0tMFu,2025-10-06 18:42:51.839,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,658,657,,VSC3
gen-1759776165-lLLGTqBAzp0A0aTnhEQp,2025-10-06 18:42:45.056,0.014737,,,,0,146944,107,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,3288,2667,,VSC3
gen-1759776163-yzDhjm9juYKdGAvN4ZIH,2025-10-06 18:42:43.453,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,810,810,,VSC3
gen-1759776155-f7256kvJoF8nnavUwNo0,2025-10-06 18:42:35.850,0.014744,,,,0,146598,212,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,3353,2070,,VSC3
gen-1759776154-CCExitwB9rXTKQL1fety,2025-10-06 18:42:34.291,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1015,1015,,VSC3
gen-1759776090-xVpS17VaflK1BG9g26g7,2025-10-06 18:41:30.657,0.014981,,,,0,145737,1020,634,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,6495,3364,,VSC3
gen-1759776089-vBePECfh9JWgW20nVh0D,2025-10-06 18:41:29.229,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,892,892,,VSC3
gen-1759776079-8cCIzQnMPjCU3FRzbi2k,2025-10-06 18:41:19.350,0.014889,,,,0,144290,1152,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,7428,1691,,VSC3
gen-1759776078-6pbO8HN61clHZ45EI5C6,2025-10-06 18:41:17.829,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,742,742,,VSC3
gen-1759776071-Gkq138LdzcFmmEV3lOCW,2025-10-06 18:41:11.825,0.013632,,,,0,135870,113,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2561,2017,,VSC3
gen-1759776070-nozXlsysEE8oFnohycFj,2025-10-06 18:41:10.814,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,788,787,,VSC3
gen-1759776066-qCO0EFJCZIVoauNhZ7AX,2025-10-06 18:41:06.253,0.013607,,,,0,135641,109,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,2241,2240,,VSC3
gen-1759776065-9wGzOCBu3LrgAMH8STwX,2025-10-06 18:41:04.944,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,888,888,,VSC3
gen-1759776049-nBBKnjTtsFjPQMADU9Eo,2025-10-06 18:40:49.750,0.014659,,,,0,135348,2812,2572,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,12864,3030,,VSC3
gen-1759776040-lfSMgZnTW18iJwLXU4pZ,2025-10-06 18:40:40.489,0.013904,,,,0,135348,924,924,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,6958,3119,,VSC3
gen-1759776039-tGGSMcOfFFeJ2oTHRpIY,2025-10-06 18:40:39.673,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,901,901,,VSC3
gen-1759776032-d6ALCGgSj7MbmubmnGdT,2025-10-06 18:40:32.645,0.013657,,,,0,134280,573,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,5006,2912,,VSC3
gen-1759776031-ezGFCMbXbt4LEdcJoPy2,2025-10-06 18:40:31.419,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1034,1033,,VSC3
gen-1759776027-ZUiApCDYGxdg3rnMVwMm,2025-10-06 18:40:27.854,0.000882,,,,0,8825,1,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,803,803,,VSC3
gen-1759776025-VtRE1dwwhys9uTjtq5yN,2025-10-06 18:40:25.695,0.013463,,,,0,134116,129,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,2897,2897,,VSC3
gen-1759775988-qZn6h1Xe8xQam70LpVJr,2025-10-06 18:39:48.471,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,1078,1075,,VSC3
gen-1759775986-8U9dNhVfBCFfEK04OMbW,2025-10-06 18:39:46.488,0.012482,,,,0,66865,14489,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,36888,1310,,VSC3
gen-1759775955-kfSy7hwaS9ulHZlWByNd,2025-10-06 18:39:15.823,0.009992,,,,0,55794,11032,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,28203,1173,,VSC3
gen-1759775954-F5yNMXpbQju65vBkqx5F,2025-10-06 18:39:14.777,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,847,847,,VSC3
gen-1759775950-oK3qpyrwVkQWScIMA4ho,2025-10-06 18:39:10.873,0.000768,,,,0,7687,0,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,MAX_TOKENS,length,585,584,,VSC3
gen-1759775949-owskWQAUoOfCqLyOnDZO,2025-10-06 18:39:09.414,0.005652,,,,0,55304,305,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,tool_calls,2499,1272,,VSC3
gen-1759775939-rmugpPliZ6ctLVd66G1G,2025-10-06 18:38:59.899,0.005954,,,,0,51325,2056,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,6825,1067,,VSC3
